"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"",99,"",NA,"","",NA,"",-1
1,"English",0,"Male",25,"No.","","Yes","0.30",2
2,"English",0,"Female",45,"no","","Yes","50 cents",3
3,"English",1,"Male",36,"No","Thanks","Yes","1.00",3
4,"English",0,"Female",44,"no","none","Yes","40",2
5,"English",0,"Female",63,"No.","No additional comments.","Yes","30 cents",2
6,"English",0,"Male",27,"no","thank you","Yes",".30",3
7,"English",1,"Male",31,"No.","I like the layout of this survey. Whomever chose this template made the right choice. ","No","0.50",1
8,"American English",0,"Male",48,"No.","I was not instructed to memorize or preserve the percentages given. I cannot be certain about what they were, though 0, 55 and 78 come to mind. I recall that most were above 50. It would be simpler and more just for you to simply provide this information on each relevant page, instead of playing ""gotcha"" with people like me who must work attentively but quickly to make progress while completing fifty to one-hundred tasks daily just to buy groceries and stay off of disability. I vow that I completed all tasks diligently and in good faith. Thank you very much for the opportunity to participate in your research.","Yes","1.00",2
9,"",99,"",NA,"","",NA,"",-1
10,"English",0,"Female",53,"no","","Yes","yes",3
11,"english",0,"Male",33,"","","Yes","1",3
12,"English",0,"Female",31,"No.","No.","Yes","0.50",3
13,"English",1,"Male",21,"no","","Yes","yes",2
14,"English",1,"Male",49,"no","","Yes","0.30",3
15,"English",1,"Female",30,"no","","Yes","yes",3
16,"turkish",0,"Female",33,"","","Yes","0.50",3
17,"English",0,"Male",37,"None.","No comments.","Yes","0.30",3
18,"",99,"",NA,"","",NA,"",-1
19,"",99,"",NA,"","",NA,"",-1
20,"english",0,"Female",23,"no","none","Yes",".50",3
21,"English",0,"Female",47,"no","Thank you",NA,"25 cents",4
22,"english",1,"Female",24,"","","Yes","0.30",3
23,"English",0,"Female",31,"No","","Yes","0.30",3
24,"english",0,"Male",24,"no","no","Yes",".50",3
25,"English",1,"Female",34,"There were no problems at all.","I found this study to be interesting.","Yes","Fair",3
26,"English",1,"Male",51,"No","Enjoyable survey. Made my mind wonder into out space. What if there were animals that could predict earthquakes, wouldn&quotechart that be great!!?","Yes",".4",2
27,"",99,"",NA,"","",NA,"",-1
28,"english",1,"Male",20,"nope!","the last attention check about one of the percentages is a little confusing, maybe try to change that but otherwise great hit and I hope my data is helpful! :)","Yes",".30 ",2
29,"English",0,"Male",34,"none","none","Yes",".30 cents",2
30,"English",1,"Male",54,"No","No","Yes",".25",2
31,"english",0,"Female",33,"none","","Yes",".50",3
32,"english",0,"Female",31,"no","","Yes",".30",1
33,"english",0,"Female",33,"no","","Yes","the price is fair",3
34,"english",1,"Female",42,"no","","Yes","30",3
35,"english",0,"Female",28,"","","Yes","30c",4
36,"english",1,"Female",26,"No","","No",".50",2
37,"English ",0,"Female",53,"No","","No",".40",4
38,"English",0,"Female",36,"none","","No",".30",4
39,"English",1,"Male",21,"","","Yes",".5",2
40,"English ",1,"Male",22,"Good","Good","Yes","50",4
41,"English",0,"Female",41,"None","","Yes","I don&quotechart know.",3
42,"English",0,"Male",27,"No.","N/A","Yes","Yes.",2
43,"English",0,"Male",23,"No","","No","Yes",2
44,"english",0,"Female",60,"no","","Yes","yes",3
45,"English",0,"Female",26,"No","","Yes","0.30",2
46,"ENGLISH",0,"Male",30,"YES","NO","Yes","100",3
47,"English",0,"Female",51,"","","Yes","30",4
48,"English ",1,"Female",57,"No","None","Yes",".20",3
49,"english",0,"Male",33,"no","no additional comments","Yes","its ok",3
50,"English",0,"Male",31,"No","","Yes",".30",3
51,"english",0,"Female",51,"no","","Yes","30",1
52,"English",1,"Female",46,"no","","Yes","yes",3
53,"",0,"",NA,"","","Yes","",3
54,"English",0,"Male",29,"No","","Yes","Yes",3
55,"english",0,"Male",42,"no","","Yes","yes",2
56,"english",1,"Male",34,"no","","Yes","yes",3
57,"English",1,"Female",60,"Not that I noticed.","none","Yes","1.00",3
58,"English",1,"Male",39,"","","Yes","0.30",1
59,"English",1,"Female",51,"No","I have no additional comments","Yes",".30 is fair",2
60,"English",0,"Male",25,"No","","Yes","$0.50",3
61,"English",0,"Female",47,"no","interesting study ","Yes",".75",3
62,"English",0,"Female",27,"NO","","Yes","Yes",3
63,"English",0,"Female",47,"No","","Yes","0.25",3
64,"english and spanish",0,"Male",20,"no","no","Yes",".30",2
65,"English",1,"Female",54,"no","","Yes","1.00",3
66,"Spanish",1,"Female",42,"no","","Yes",".30",3
67,"English",1,"Male",28,"no","What was K&quotechars percentage? ","Yes",".20",3
68,"English",0,"Female",34,"No","","Yes","Yes",2
69,"English",1,"Female",41,"no","","Yes","30",4
70,"English ",0,"Female",26,"No","No","Yes","Yes",4
71,"English",1,"Female",44,"No","This one was fun. I haven&quotechart a clue if I picked the right number. Thanks!","Yes","1.50",2
72,"",0,"Female",30,"",NA,"Yes","No",-1
73,"English",0,"Male",26,"No",NA,"Yes",".30",1
74,"English",0,"Female",19,"none",NA,"Yes",".30",2
75,"English",0,"Female",61,"None",NA,"Yes",".50",1
76,"English",0,"Male",31,"No",NA,NA,"0.30",3
77,"English",0,"Other",26,"",NA,"Yes",".50",2
78,"English",0,"Female",53,"no",NA,"Yes","0.30",2
79,"English",0,"Male",37,"no",NA,"Yes","30",1
80,"",99,"",NA,"",NA,NA,"",-1
81,"English",0,"Male",18,"No","No!","Yes","Yes",1
82,"English",0,"Female",31,"A lot of numbers/letters correlation to memorize in a short peroid of time.","","Yes","??",3
83,"English",0,"Female",61,"no","Short is always good. ","Yes","yes",4
84,"english",0,"Female",42,"no","interesting, thank you!","Yes","0.50",3
85,"english",0,"Female",37,"no","","Yes","0.50",3
86,"English",0,"Female",40,"no","","Yes",".3",4
87,"English",0,"Male",24,"No","","Yes",".30",1
88,"English",1,"Female",27,"I wish I could&quotecharve changed the number on the slider bar after I let go of the mouse.","","Yes",".10",2
89,"ENGLISH",0,"Male",43,"no","no","Yes","1.00",3
90,"English",0,"Female",30,"No","","Yes",".50",3
91,"english",0,"Female",26,"no","","Yes",".80",3
92,"English",1,"Female",41,"None known.","","Yes",".30",2
93,"English",0,"Male",34,"No","","Yes","50 cents",3
94,"English",0,"Female",33,"","","Yes","Yes",3
