"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"English",0,"Male",27,"I didn&quotechart experience any problems.","This was a very interesting experiment.","Yes","1.25",3
1,"English",0,"Male",31,"no","","Yes","1.00",1
2,"English",0,"Male",24,"none","","Yes","1.00",2
3,"english",1,"Female",26,"no","","Yes","yes",2
4,"English",1,"Male",34,"I experienced no problems.","Everything worked fine and it was interesting to think about, best of luck with your research!","Yes",".75",3
5,"English",0,"Female",24,"No.","","No",".75",3
6,"English",0,"Male",24,"no","","Yes","0.75",3
7,"english",1,"Male",30,"no","enjoyed","Yes","1.00",1
8,"English",1,"Female",48,"No","Thank you","Yes",".50",3
9,"english",1,"Female",31,"","","Yes","0.75",3
10,"english",1,"Male",31,"none","thanks!","Yes",".75",2
11,"English",1,"Female",49,"No","Thanks!","Yes",".75",2
12,"English",1,"Female",34,"no","","Yes",".75",3
13,"english",0,"Female",39,"
No.","","Yes","yes",1
14,"English",0,"Male",34,"No","","Yes",".75",3
15,"english",0,"Male",26,"no","","Yes","this is fine",3
16,"English",0,"Female",33,"","","Yes","1.00",4
17,"english",0,"Female",37,"no","","Yes","1.00",2
18,"English",0,"Male",24,"","","Yes","0.75",1
19,"English",0,"Male",28,"no problems","none","Yes","1.00",4
20,"English",0,"Male",34,"I didn&quotechart notice any.","","Yes","0.50",1
21,"ENGLISH",1,"Female",23,"NONE","NONE","No","YES",3
22,"English",1,"Female",35,"","","Yes","1.00",3
23,"English",1,"Male",55,"no","","Yes","1.00",3
24,"English",0,"Female",29,"no","","Yes","1.00",3
25,"English",0,"Female",22,"No","","Yes","1.50",2
26,"English",1,"Female",58,"","","Yes",".75",2
27,"English",1,"Male",24,"No, everything went smoothly.","","No",".75",3
28,"English",0,"Female",33,"No","","Yes",".70",2
29,"en",-1,"Male",26,"0","0","No","1.00",3
30,"ENGLISH",1,"Male",27,"no","Thank you","Yes",".75",1
31,"english",1,"Female",52,"","","No","1.00",3
32,"english",0,"Male",30,"none","","Yes","yes",3
33,"english",0,"Female",30,"None","","Yes",".75",2
34,"english",0,"Male",32,"no","","Yes","yes",2
35,"English",0,"Male",36,"no","","Yes","don&quotechart know",3
36,"English",1,"Male",28,"No.","None.","Yes",".75",2
37,"English",1,"Male",24,"No.","","Yes",".75",1
38,"English",0,"Male",38,"none","none","Yes","1.00",3
39,"english",1,"Female",35,"none",":-)","Yes","yes and thank yoy",1
40,"English",1,"Female",51,"none","Thank you for the opportunity to participate in this study","Yes",".75",3
41,"Hmong",0,"Male",29,"","","Yes","1.00",3
42,"English",1,"Male",64,"no","","Yes","1.00",4
43,"English",0,"Male",50,"no problems- went smoothly","tricky : 0","Yes","$.75 was very fair",2
44,"English",0,"Male",27,"None.","Great study.","Yes","0.75",1
45,"English",1,"Male",26,"Nope","","Yes",".75",2
46,"English",1,"Male",30,"","","Yes",".75",2
47,"english",1,"Female",19,"no","","Yes",".75",2
48,"English",1,"Male",29,"No","","Yes","2.00",3
49,"English",1,"Female",24,"No","None","Yes","$1",2
50,"english",1,"Female",61,"no","very creative and enjoyable.","Yes","1.00",3
