"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"english",0,"Male",27,"no","none","Confused",".30",1
1,"English",0,"Male",29,"","","Yes",".5",4
2,"English",0,"Male",37,"no","no","Yes",".50",3
3,"english",0,"Male",26,"no","","Yes","this is fine",3
4,"English",1,"Male",26,"No","","Yes",".50",2
5,"English",0,"Male",31,"no","","Yes","0.50",1
6,"English",0,"Male",24,"no","","Yes","yes",3
7,"English",0,"Male",24,"No, everything was very smooth","","No",".40 ",3
8,"English",0,"Female",34,"","Thanks.","Yes","0.50",3
9,"english",1,"Male",32,"no","","Yes","",2
10,"en",-1,"Male",26,"0","","Yes","1.00",2
11,"English",0,"Male",25,"","",NA,"somewhat",2
12,"english",0,"Female",29,"no","none","No",".40",2
13,"English ",0,"Male",41,"no","","Yes","1.50",1
14,"eng",1,"Female",25,"no","","Yes","1",2
15,"English",0,"Female",34,"no","","Yes",".30",4
16,"english",0,"Male",31,"none","","Yes",".5",3
17,"english",0,"Male",36,"none","","Yes",".50",2
18,"English",0,"Male",31,"no","","Yes",".50",3
19,"English",1,"Male",28,"N/A","Interesting, however I would like to know that percentage of K has the property tho. :) ","No","0.3",3
20,"english",0,"Female",42,"no","","Confused","0.5",4
21,"English ",1,"Male",64,"No","","Yes","Yes",2
22,"English",0,"Female",31,"No","No","Yes",".50",3
23,"English",0,"Male",30,"","","No","0.30",2
24,"English",0,"Female",37,"","","Yes","Yes",3
25,"english",0,"Male",28,"no","","Yes","yes",3
26,"English",1,"Female",27,"None at all","None, thanks!","Yes","30 cents",3
27,"english",0,"Female",43,"no","","Yes","yes",3
28,"English",0,"Female",21,"","","Yes","Yes",2
29,"English",0,"Male",31,"No.","This was fun!","Yes","0.30",2
30,"English",0,"Female",40,"","","Yes",".30",3
31,"English",0,"Male",30,"no","","Yes",".30",3
32,"english",0,"Male",28,"no","easy","Yes","nice",3
33,"English",1,"Male",51,"","","Yes","yes",3
34,"english",0,"Male",26,"no","great task","Yes","yes",2
35,"english",1,"Female",56,"nope","laid out well, easy to understand","Yes","0.30",3
36,"English",1,"Male",33,"","","Yes","0.5",4
37,"ENGLISH",1,"Female",26,"No.","","Yes",NA,2
38,"English ",0,"Female",28,"No","","Yes",NA,3
39,"english",1,"Male",25,"","","Yes","0.3",3
40,"Chinese",1,"Female",56,"Not sure","none","Yes","1",4
41,"English",1,"Female",47,"no","nope.  good one!","Yes","0.5",4
42,"",1,"Male",36,"No","","Yes",NA,-1
43,"English",0,"",24,"no","","Yes","0.3",1
44,"English",1,"Female",33,"
no","No thank you","Yes","0.3",3
45,"English",1,"Female",25,"no","","Yes","0.30",2
46,"english",1,"Female",28,"none","none","Yes","35 cents",3
47,"English",1,"Female",28,"no","","Yes",".50",2
48,"english",1,"Female",65,"no","","Yes",".50",4
49,"English",0,"Female",32,"There were not","Thank You","Yes","yes",3
50,"English",1,"Male",51,"There were no problems or bugs with the HIT.","Thanks for the opportunity to participate and good luck with your research!","Yes","0.40",3
51,"English",1,"Female",45,"No problems or concerns...thanks!","Thanks!","Yes",".25",3
52,"English",1,"Female",49,"No","I found this experiment interesting.","Yes",".45",3
53,"english",0,"Male",30,"","","Yes","0.50",2
