"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"English",1,"Female","36","no","","Yes",".80",3
1,"English",0,"Female","35","No","none","Yes",".80",2
2,"English",0,"Male","27","No","None","Yes","1.00",3
3,"English",0,"Male","27","None","This was a very interesting experiment.","Yes","1.50",3
4,"english",0,"Female","23","no","n/a","No","1.00",3
5,"English",0,"Male","20","none","","Yes","1.00",2
6,"English",0,"Male","25","","","Yes","1.25",2
7,"English",0,"Male","29","Nope","","Yes",".8",2
8,"English",0,"Male","25","","Thanks","Yes","yes",2
9,"english",0,"Male","29","noi",NA,"Yes","1.00",3
10,"English",0,"Male","24","",NA,"Yes","1.00",1
11,"english",0,"Female","36","No problems",NA,"Yes","1.00",2
12,"english",0,"Male","30","no",NA,"Yes",".8",1
13,"english",1,"Male","26","no",NA,"Yes",".7",1
14,"English",0,"Male","34","No",NA,"Yes",".80",3
15,"English",1,"Male","23","no",NA,"Yes","0.75",3
16,"English",0,"Male","32","",NA,"Yes","yes",3
17,"English",1,"Male","41","",NA,"Yes","1.00",3
18,"English",0,"Female","22","no","","Yes","0.90",2
19,"English",1,"Male","28","No","","Yes","No, but it is competative",1
20,"English",1,"Female","26","No","","Yes","1.00",3
21,"English",0,"Male","42","None","None","Yes","1.50",2
22,"English",0,"Male","31","Nope","","Yes","0.80",1
23,"English",0,"Male","28","none","","Yes","1.00",4
24,"English",1,"Male","47","No.","Thank you.","Yes",".80",2
25,"English",0,"Male","29","No","","Yes","1.50",3
26,"english",0,"Male","36","","","Yes","sure",4
27,"English",1,"Female","43","No.","","Yes",NA,3
28,"English",1,"Male","56","no","","Yes",NA,3
29,"english",1,"Male","27","","","No","1",3
30,"English",0,"Female","39","none","none","Yes",NA,3
31,"English",0,"Male","53","no","no","Yes","1",1
32,"English",0,"Male","26","No.","Survey went smoothly.","Yes",NA,3
33,"English",0,"Female","48","no","none","Yes",NA,3
34,"English",0,"Female","35","no","","Yes",NA,3
35,"English",1,"Male","24","","","Yes",NA,3
36,"English",1,"Male","32","No","","Yes","0.50",2
37,"English",0,"Male","28","no","","Yes","1.00",3
38,"english",1,"Female","30","No","","Yes",".80",2
39,"english",0,"Male","28","no","","No","1 dollar",2
40,"English, Chinese",0,"Male","25","","","Yes","0.90",2
41,"English",1,"Male","35","when I was clicking the button after I moved the slider, It keep trying to hit the button for the next question.","Pangolins are real animals.","Yes","1.00",2
42,"English",0,"Female","36","","","Yes","1",3
43,"English",-1,"Male","56","no","none","Yes","2.50",3
44,"English",0,"Female","23","","","Yes","$1.20",2
45,"English",0,"Male","24","No","","Yes","$1.50",4
46,"English",1,"Male","29","","","Yes",".80",3
47,"eng",0,"Male","33","no","","Yes","o.8",3
48,"english",1,"Female","34","no","","Yes",".80",3
49,"English",0,"Female","26","none","It took longer than stated, especially with the writing.","Yes","1.00",3
50,"English",0,"Other","20","No","","Yes","1.00",1
51,"english",-1,"Male","38","","","Yes","$1.50",2
52,"english",1,"Female","65","none","I was really torn. I want all of these animals and think you should include pictures!",NA,"1.00",2
53,"English",0,"Male","31","none","on this final page there is a blue box in the background and the last question is overlapping out of the box which is weird. but this was an interesting HIT thanks.","Yes","1.00",1
54,"English",1,"Male","24","","","Yes","2",3
