"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"english",0,"Female","39","no","","Yes","0.5",3
1,"en",-1,"Male","26","","0","Yes","1.5",4
2,"English",0,"Female","36","no","","Yes","0.8",3
3,"eng",1,"Female","23","no","good","Yes","1",3
4,"English",0,"Male","35","No","","Yes","1",3
5,"english",0,"Male","37","","","Yes","1.2",2
6,"english",0,"Male","27","","","Yes","0.8",3
7,"english",0,"Male","31","non","","Yes","0.85",2
8,"english",1,"Female","46","no","","Yes","1",3
9,"English",0,"Male","29","No","","Yes",".80",3
10,"English",0,"Male","21","none","","Yes","1.00",2
11,"English",1,"Male","38","No","","Yes","$1",3
12,"english",0,"Male","30","","","Yes","1.25",2
13,"English",0,"Male","30","","","Yes","0.80",2
14,"English",0,"Male","34","The progress bar went past 100%","","Yes",".80",3
15,"English",0,"Male","28","no","","Yes",".80",1
16,"english",0,"Male","29","no","","Yes","1.00",2
17,"english",1,"Male","39","no","enjoyed","Yes","1.00",1
18,"ENGLISH",0,"Male","24","no","great","Yes","1.00",3
19,"English",1,"Male","28","No","Survey is good","Yes","Good",3
20,"English",0,"Male","38","nope","","Yes","$.70",0
21,"english",0,"Female","22","No","","Yes","1.00",2
22,"English",1,"Male","28","No","Survey is good","Yes","Good",3
23,"English",1,"Male","39","no","","Yes","yes",3
24,"english",1,"Male","26","no","","Yes","this is fine",3
25,"English",0,"Male","38","no","","Yes","0.80",2
26,"English",0,"Female","35","no","","Yes","1.25",1
27,"english",-1,"Female","54","no","too many open response boxes for the pay","Yes","1.5",3
28,"english",0,"Female","34","I did not want to change my answer for the second question, hope it was okay to leave blank.  I gave repeated the same answer for the first question.","none","Yes","fair primarily by mturk standards",4
29,"English",1,"Male","25","No problems","","Yes","Yes",2
30,"english",0,"Female","35","no","","Yes","1.60",4
31,"English",0,"Female","42","No","","Yes",".10",4
32,"English",0,"Female","39","no","","Yes","1",4
33,"English",0,"Female","31","no. No problems that I came across.","I feel like this was mostly opinions. A lot of it is close context and some isn&quotechart. I definitely used my best judgements. ","Yes","1.50",2
34,"English",1,"Male","42","no issues",NA,"Yes","1.00",3
35,"english",0,"Female","54","no","",NA,"1.00",2
36,"english",0,"Female","23","n/a","","Yes",".8",3
37,"english",0,"Female","35","no","","Yes","80",3
38,"English",1,"Female","52","No","Thank you","Yes","1.00",2
39,"English",1,"Male","44","no","","Yes","0.75",3
40,"English",1,"Female","33","No ","","Confused","It was good",2
41,"Spanish",0,"Female","24","No.","","Yes",".80",2
42,"English",1,"Male","71","no","","Yes","yes",4
43,"english",1,"Female","23","no","no","Yes",".80",3
44,"english",0,"Male","28","no","none","Yes","1.00",2
45,"English",1,"Male","41","No","","Yes","1",3
46,"English",1,"Male","27","none","","Yes","1",2
47,"english",0,"Female","34","","","Yes","1.00",3
48,"English",0,"Female","24","No.","","Yes","Yes.",3
49,"English",1,"Female","35","none","none","Yes","1.00",3
50,"english",0,"Female","24","none at all","","Yes",".80",1
51,"English",99,"Female","29","","",NA,"",2
52,"English",0,"Female","60","No","This is an interesting study. Thank you for posting the HIT.","Yes","0.80",3
53,"English",0,"Female","40","no","","Yes","1.00",1
54,"English",0,"Male","27",NA,"","Yes","yes",1
55,"English",1,"Female","54","no","no","Yes",".80",3
56,"english",1,"Female","31","no","","Yes","1",2
57,"English, Chinese",1,"Female","32","No.","I think I did the HIT correctly and I tried to make reasonable guesses. I don&quotechart think there are any one correct answer, and I hope my data is helpful. ","Yes","1.00",3
58,"english",1,"Male","27","","","Yes","1.00",3
59,"English",1,"Male","29","Nope","","No","1.20",3
